Cognitive Challenge Family Name,Individual Cognitive Challenge Short Name,Individual Cognitive Challenge Long Name,Technology Name,Linked 0/1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Telepresence equipment,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Speech-based interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Vehicle controls,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Robot Controller Interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Exoskeletons,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Body-integrated interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Smart home devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Rapid 3D modelling,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Haptic feedback equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Physical/tactile displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Visual/light indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,2D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,3D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Virtual reality headsets,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Augmented reality glasses,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Cyber training,Training (cyber - user level/insider threat prevention).,Audio indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Touchscreens,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Touch-interactive large objects,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Gesture and movement sensors,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Handheld controllers,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Keyboard and text input devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Drawing or writing implements,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Image recognition cameras,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Eye tracking equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Physiological monitors,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Smart clothing and other wearables,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Telepresence equipment,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Speech-based interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Vehicle controls,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Robot Controller Interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Exoskeletons,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Body-integrated interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Smart home devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Rapid 3D modelling,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Haptic feedback equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Physical/tactile displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Visual/light indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",2D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",3D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Virtual reality headsets,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Augmented reality glasses,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Capability reconstitution,"Need for reconstitution of capability places a premium on methods for knowledge management and preservation. This includes both technical, doctrinal but also potentially cultural knowledge. This confers both capability for reconstitution but also therefore contributes to institutional resilience.",Audio indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Touchscreens,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Touch-interactive large objects,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Gesture and movement sensors,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Handheld controllers,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Keyboard and text input devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Drawing or writing implements,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Image recognition cameras,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Eye tracking equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Physiological monitors,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Smart clothing and other wearables,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Telepresence equipment,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Speech-based interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Vehicle controls,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Robot Controller Interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Exoskeletons,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Body-integrated interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Smart home devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Rapid 3D modelling,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Haptic feedback equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Physical/tactile displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Visual/light indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,2D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,3D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Virtual reality headsets,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Augmented reality glasses,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Preventing skill-fade,Skill-fade owing to lack of opportunity to use skills,Audio indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Touchscreens,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Touch-interactive large objects,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Gesture and movement sensors,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Handheld controllers,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Keyboard and text input devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Drawing or writing implements,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Image recognition cameras,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Eye tracking equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Physiological monitors,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Smart clothing and other wearables,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Telepresence equipment,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Speech-based interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Vehicle controls,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Robot Controller Interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Exoskeletons,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Body-integrated interfaces,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Smart home devices,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Rapid 3D modelling,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Haptic feedback equipment,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Physical/tactile displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Visual/light indicators,0,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,2D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,3D visual displays,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Virtual reality headsets,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Augmented reality glasses,1,,,,,,,,,,,,,,,
6. Knowledge management and provision of high quality training and education,Equipment improvisation,Need to improvise with existing equipment for humanitarian tasks or unforeseen circumstances (training for flexibility and innovation).,Audio indicators,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Touchscreens,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Touch-interactive large objects,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Gesture and movement sensors,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Handheld controllers,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Keyboard and text input devices,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Drawing or writing implements,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Image recognition cameras,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Eye tracking equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Physiological monitors,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Physical virtual reality control interfaces,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Smart clothing and other wearables,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Telepresence equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Speech-based interfaces,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Vehicle controls,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Robot Controller Interfaces,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Exoskeletons,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Body-integrated interfaces,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Smart home devices,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Rapid 3D modelling,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Haptic feedback equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Physical/tactile displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Visual/light indicators,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,2D visual displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,3D visual displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Virtual reality headsets,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Augmented reality glasses,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Countering adversary automation,Countering the 'killbot' scenario - can this be done without matching?,Audio indicators,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Touchscreens,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Touch-interactive large objects,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Gesture and movement sensors,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Handheld controllers,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Keyboard and text input devices,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Drawing or writing implements,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Image recognition cameras,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Eye tracking equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Physiological monitors,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Physical virtual reality control interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Smart clothing and other wearables,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Telepresence equipment,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Speech-based interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Vehicle controls,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Robot Controller Interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Exoskeletons,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Body-integrated interfaces,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Smart home devices,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Rapid 3D modelling,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Haptic feedback equipment,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Physical/tactile displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Visual/light indicators,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,2D visual displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,3D visual displays,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Virtual reality headsets,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Augmented reality glasses,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Electronic Warfare,More contested electronic and electromagnetic warfare space (passive and active).,Audio indicators,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Touchscreens,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Touch-interactive large objects,1,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Gesture and movement sensors,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Handheld controllers,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Keyboard and text input devices,0,,,,,,,,,,,,,,,
7. Active challenges from 'red',Dealing with hybrid warfare,Countering increasingly ambiguous means used by red actors where attribution remains elusive.,Drawing or writing implements,1,,,,,,,,,,,,,,,
